title,date,name,topic,thumbnail,notes,collectionsURL,objectType
"Letter to ""Dear Sister"" from Mercy Brown","{""date made"": ""1796-11-04""}",,,,"{""Description"": ""The Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_316097,"{""Object Name"": ""letter"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
Letter to Mrs. Esinis Chesebrough from Esther Copp,"{""date made"": ""1801-05-24""}","{""originator (author or composer, etc.)"": ""Copp, Esther"", ""originator (author, etc.)"": ""Copp, Esther""}",,,"{""Description"": ""The Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_316096,"{""Object Name"": ""letter"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
Letter to Esther Copp from Samuel Copp,"{""date made"": ""1800-12-29""}","{""originator (author or composer, etc.)"": ""Copp, Jr., Samuel"", ""recipient"": ""Copp, Esther"", ""originator (author, etc.)"": ""Copp, Jr., Samuel""}",,,"{""Description"": ""The Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_316095,"{""Object Name"": ""letter"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
Letter to Esther Copp from aunt Esther Copp,"{""date made"": ""1800-12-28""}","{""recipient"": ""Copp, Esther"", ""maker"": ""Copp, Esther""}",,,"{""Description"": ""The Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_316094,"{""Object Name"": ""letter"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
Letter to Esther Copp from Nancy Copp,"{""date made"": ""1800-12-28""}","{""recipient"": ""Copp, Esther""}",,,"{""Description"": ""The Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_316093,"{""Object Name"": ""letter"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
Letter to Esther Copp from Maria Barber,"{""date made"": ""1800 - 1802""}","{""recipient"": ""Copp, Esther""}",,,"{""Description"": ""The Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_316092,"{""Object Name"": ""letter"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
Letter to Miss Esther Copp from Ann Copp,"{""date made"": ""1800-10-19""}","{""recipient"": ""Copp, Esther"", ""maker"": ""Copp, Nancy""}",,,"{""Description"": ""The Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_316091,"{""Object Name"": ""letter"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
Letter to her family from Esther Copp,"{""date made"": ""1800-03-02""}","{""recipient"": ""Copp, Esther"", ""maker"": ""Copp, Esther""}",,,"{""Description"": ""The Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_316090,"{""Object Name"": ""letter"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
Letter to Esther Copp from Nancy (Ann) Copp,"{""date made"": ""1800 - 1802""}","{""originator (author or composer, etc.)"": ""Copp, Nancy"", ""recipient"": ""Copp, Esther"", ""originator (author, etc.)"": ""Copp, Nancy""}",,,"{""Description"": ""The Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_316089,"{""Object Name"": ""letter"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
Letter to Esther Copp from Sarah Rathbone,"{""date made"": ""1797-08-10""}","{""originator (author or composer, etc.)"": ""Rathbone, Sarah"", ""recipient"": ""Copp, Esther"", ""originator (author, etc.)"": ""Rathbone, Sarah""}",,,"{""Description"": ""The Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_316088,"{""Object Name"": ""letter"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
Letter to Samuel Copp from William Copp,"{""date made"": ""1788-09-24""}","{""recipient"": ""Copp, Jr., Samuel""}",,,"{""Description"": ""The Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_316087,"{""Object Name"": ""letter"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
"Letter, account of New York visit by Copp relative","{""date made"": ""1792-04-07""}",,,,"{""Description"": ""The Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_316080,"{""Object Name"": ""letter"", ""Other Terms"": ""Sheets (Paper); Manuscript""}"
Account of Journey to Ashford,"{""date made"": ""1797-06-12"", ""associated date"": ""1797 06 12""}","{""maker"": ""Rathbone, Sarah""}",,,"{""Description"": ""The Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_316078,"{""Object Name"": ""Letter or Account\naccount"", ""Other Terms"": ""Letter; Letter or Account; Sheets (Paper); Manuscript""}"
Letter to Mary and Esther Copp from Samuel Copp,"{""date made"": ""1806-09-22""}","{""originator (author or composer, etc.)"": ""Copp, Jr., Samuel"", ""originator (author, etc.)"": ""Copp, Jr., Samuel""}",,,"{""Description"": ""The Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_316077,"{""Object Name"": ""Letter\nletter"", ""Other Terms"": ""Letter; Sheet (Paper); Manuscript""}"
Letter to Mary Copp from Sarah Rathbone,"{""date made"": ""1808-10-23""}","{""originator (author or composer, etc.)"": ""Rathbone, Sarah"", ""recipient"": ""Copp, Mary Esther"", ""originator (author, etc.)"": ""Rathbone, Sarah""}",,,"{""Description"": ""The Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_314894,"{""Object Name"": ""letter"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
Letter to Mary Copp from Esther Copp,"{""date made"": ""1808-06-25""}","{""originator (author or composer, etc.)"": ""Copp, Esther"", ""recipient"": ""Copp, Mary Esther"", ""originator (author, etc.)"": ""Copp, Esther""}",,,"{""Description"": ""The Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_314893,"{""Object Name"": ""letter"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
Letter to Mary Copp from Sarah Rathbone,"{""date made"": ""1808-06-19""}","{""originator (author or composer, etc.)"": ""Rathbone, Sarah"", ""recipient"": ""Copp, Mary Esther"", ""originator (author, etc.)"": ""Rathbone, Sarah""}",,,"{""Description"": ""The Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_314892,"{""Object Name"": ""letter"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
Letter to Sarah Rathbone from Esther Copp,"{""date made"": ""1808-06-05""}","{""originator (author or composer, etc.)"": ""Copp, Esther"", ""recipient"": ""Rathbone, Sarah"", ""originator (author, etc.)"": ""Copp, Esther""}",,,"{""Description"": ""The Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_314891,"{""Object Name"": ""letter"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
Letter to Esther Copp from Mary Denison,"{""date made"": ""1808-04-03""}","{""recipient"": ""Copp, Esther""}",,,"{""Description"": ""The Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_314890,"{""Object Name"": ""letter"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
"Letter to ""Dear Sister"" from Samuel Copp","{""date made"": ""1808-03-18""}","{""originator (author or composer, etc.)"": ""Copp, Jr., Samuel"", ""originator (author, etc.)"": ""Copp, Jr., Samuel""}",,,"{""Description"": ""The Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_314888,"{""Object Name"": ""letter"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
Letter to Mary and Esther Copp from Sarah Rathbone,"{""date made"": ""1808-02-15""}","{""originator (author or composer, etc.)"": ""Rathbone, Sarah"", ""recipient"": ""Copp, Mary Esther\nCopp, Esther"", ""originator (author, etc.)"": ""Rathbone, Sarah""}",,,"{""Description"": ""The Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_314887,"{""Object Name"": ""letter"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
Letter to Esther Copp from Samuel Copp,"{""date made"": ""1808-02-02""}","{""originator (author or composer, etc.)"": ""Copp, Jr., Samuel"", ""recipient"": ""Copp, Esther"", ""originator (author, etc.)"": ""Copp, Jr., Samuel""}",,,"{""Description"": ""The Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_314886,"{""Object Name"": ""letter"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
Letter to Samuel Copp from Sarah Rathbone,"{""date made"": ""1808-01-27""}","{""originator (author or composer, etc.)"": ""Rathbone, Sarah"", ""recipient"": ""Copp, Jr., Samuel"", ""originator (author, etc.)"": ""Rathbone, Sarah""}",,,"{""Description"": ""The Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_314885,"{""Object Name"": ""letter"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
Letter to Mary and Esther Copp from Samuel Copp,"{""date made"": ""1807-11-13""}","{""originator (author or composer, etc.)"": ""Copp, Jr., Samuel"", ""recipient"": ""Copp, Mary Esther\nCopp, Esther"", ""originator (author, etc.)"": ""Copp, Jr., Samuel""}",,,"{""Description"": ""The Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_314884,"{""Object Name"": ""letter"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
Letter to Mary Copp from Sarah Rathbone,"{""date made"": ""1807-10-19""}","{""originator (author or composer, etc.)"": ""Rathbone, Sarah"", ""recipient"": ""Copp, Mary Esther"", ""originator (author, etc.)"": ""Rathbone, Sarah""}",,,"{""Description"": ""The Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_314883,"{""Object Name"": ""letter"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
"Letter to ""Dear Sisters"" from Dolly Copp Brewster","{""date made"": ""1807-07-08""}",,,,"{""Description"": ""The Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_314882,"{""Object Name"": ""letter"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
Letter to Mary Copp from Samuel Copp,"{""date made"": ""1807-06-02""}","{""originator (author or composer, etc.)"": ""Copp, Jr., Samuel"", ""recipient"": ""Copp, Mary Esther"", ""originator (author, etc.)"": ""Copp, Jr., Samuel""}",,,"{""Description"": ""The Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_314881,"{""Object Name"": ""letter"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
Letter to Mary and Esther Copp from Ann Starr,"{""date made"": ""1807-05-17""}","{""recipient"": ""Copp, Mary Esther\nCopp, Esther""}",,,"{""Description"": ""The Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_314880,"{""Object Name"": ""letter"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
Letter to Mary and Esther Copp from Samuel Copp,"{""date made"": ""1808-04-01""}","{""recipient"": ""Copp, Mary Esther\nCopp, Esther"", ""originator (author or composer, etc.)"": ""Copp, Jr., Samuel"", ""originator (author, etc.)"": ""Copp, Jr., Samuel""}",,,"{""Description"": ""The Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_314879,"{""Object Name"": ""letter"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
Moral advice letter,"{""date made"": ""1791-09-11 to 1792-01-22"", ""associated date"": ""1791 09 15""}","{""owner"": ""Copp Family""}",,"https://ids.si.edu/ids/iiif/NMAH-AHB2014q066297/full/250,/0/default.jpg","{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_314667,"{""Object Name"": ""manuscript""}"
"Dutch Church Psalms, Copp Bible","{""date made"": ""1804""}","{""owner; user"": ""Copp, Jr., Samuel\nCopp Family""}","{""Subject"": ""Bible\nChristianity\nDutch Reformed""}",,"{""Description"": ""This is a book of Dutch Church Psalms belonged to Samuel Copp Jr., born in Stonington, Connecticut in 1787. The Copp family had a long association with the First Congressional Church in Stonington, beginning with Jonathan Copp in 1699. His son Samuel became a deacon in 1802; this book was used by Samuel\u2019s son Samuel Jr. around 1804. The book of Dutch Church Psalms contained the Psalms of David (set to a proper meter so they could be sung in church) as well as the Catechism, Compendium, Confession of Faith, and Liturgy for the Dutch Reformed Church. The book was printed and sold by Charles R. and George Webster in Albany, New York.""}",https://collections.si.edu/search/detail/edanmdm:nmah_307994,"{""Object Name"": ""Book\nbook""}"
"A Narrative of the Life and Adventures of Venture, a Native of Africa","{""date made"": ""1798""}",,"{""Subject"": ""Slavery""}","https://ids.si.edu/ids/iiif/NMAH-AHB2014q069459/full/250,/0/default.jpg","{""Description"": ""<i> A Narrative of the Life and Adventures of Venture, a Native of Africa: But Resident above Sixty Years in the United States of America. Related by Himself</i> was published by C. Hold at the Bee-Office in New London, Connecticut in 1798. As noted in the title, the book was \u201crelated\u201d by Venture to his teacher, Elisha Niles, and published the same year. Venture\u2019s was captured as a 10 or 11 year old from West Africa and sold to slavers, who sold him to Robinson Mumford, from Rhode Island. As a slave in New England, Venture married his wife Meg, also a slave, who gave birth to their daughter, Hannah. After Hannah\u2019s birth in 1754, Venture was sold to Thomas Stanton of Stonington, Connecticut and continued to toil as a slave, ending up with Captain Oliver Smith in 1760. Five years later he was allowed to purchase his freedom for 71 pounds. Working as a free man, Venture purchased his sons in 1769and his wife, Meg, in 1772. In 1775 he purchased his daughter Hannah, reuniting his entire family. He lived in East Haddam, Connecticut until his death in 1805.\nWhile the slave narrative was becoming a popular genre at the end of the 18th century, the presence of this book in the Copp\u2019s library is rather interesting due to a family relationship with Thomas Stanton, the \u201cvillain\u201d in the story. Margaret Stanton, who married Samuel Copp in 1721, was Thomas Stanton\u2019s third cousin.\nThe Copp Collection contains about 150 books of early American imprint and shows a wide range of reading matter typical of a New England Puritan family living in a port town. Literacy was expected of many New Englanders, as Puritan doctrine required everyone to read the Bible. The abundance of multiple Bibles, psalms, hymnodies, sermons, and morality tales reflects the Copp\u2019s religious beliefs. Other highlights of the library include the works of Shakespeare, almanacs, historical and political texts, and travel narratives.\nThe Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_307970,"{""Object Name"": ""book""}"
letter,"{""date made"": ""1799""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_2038101,"{""Object Name"": ""letter""}"
A Proclamation,"{""date made"": ""1782""}",,,,,https://collections.si.edu/search/detail/edanmdm:nmah_2036396,"{""Object Name"": ""broadside""}"
Way to Wealth or Poor Richard Improved,"{""date made"": ""1795""}",,,,,https://collections.si.edu/search/detail/edanmdm:nmah_2036355,"{""Object Name"": ""book""}"
"Maritime Ports of France, 1775","{""date made"": ""1775"", ""Associated Date"": ""1775""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_2024561,"{""Object Name"": ""book"", ""Other Terms"": ""Book; Documents""}"
document,"{""date made"": ""ca. 1810-11""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_2024527,"{""Object Name"": ""Sheets of Paper, Set of\ndocument"", ""Other Terms"": ""Sheets of Paper, Set of; Documents""}"
The Uniform of the Captains and Certain Other Officers of the Navy of the United States,"{""date made"": ""1802"", ""associated date"": ""1802 08 27""}",,"{""Subject"": ""United States Navy""}",,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_2022235,"{""Object Name"": ""Pamphlet\ndocument"", ""Other Terms"": ""Pamphlet; Documents""}"
newspaper,"{""date made"": ""1806""}",,,,,https://collections.si.edu/search/detail/edanmdm:nmah_2002942,"{""Object Name"": ""newspaper""}"
newspaper,"{""date made"": ""1793""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_2002828,"{""Object Name"": ""newspaper""}"
"Uncut sheet of 2 Shillings and 6 Pence, 1 Pound, and 10 Shilling Notes, North Carolina, 1771","{""date made"": ""1771"", ""date on object"": ""1771-12""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_2000300,"{""Object Name"": ""uncut sheet""}"
"Uncut sheet of 2 Shillings and 6 Pence, 1 Pound, and 10 Shilling Notes, North Carolina, 1771","{""date made"": ""1771"", ""date on object"": ""1771-12""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_2000299,"{""Object Name"": ""uncut sheet""}"
"Uncut sheet of 2 Shillings and 6 Pence, 1 Pound, and 10 Shilling Notes, North Carolina, 1771","{""date made"": ""1771"", ""date on object"": ""1771-12""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_2000298,"{""Object Name"": ""uncut sheet""}"
"Uncut sheet of 2 Shillings and 6 Pence, 1 Pound, and 10 Shilling Notes, North Carolina, 1771","{""date made"": ""1771"", ""date on object"": ""1771-12""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_2000297,"{""Object Name"": ""uncut sheet""}"
"Uncut sheet of 2 Shillings and 6 Pence, 1 Pound, and 10 Shilling Notes, North Carolina, 1771","{""date made"": ""1771"", ""date on object"": ""1771-12""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_2000296,"{""Object Name"": ""uncut sheet""}"
"Uncut sheet of 2 Shillings and 6 Pence, 1 Pound, and 10 Shilling Notes, North Carolina, 1771","{""date made"": ""1771"", ""date on object"": ""1771-12""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_2000295,"{""Object Name"": ""uncut sheet""}"
"Uncut sheet of 2 Shillings and 6 Pence, 1 Pound, and 10 Shilling Notes, North Carolina, 1771","{""date made"": ""1771"", ""date on object"": ""1771-12""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_2000294,"{""Object Name"": ""uncut sheet""}"
"Uncut sheet of 2 Shillings and 6 Pence, 1 Pound, and 10 Shilling Notes, North Carolina, 1771","{""date made"": ""1771"", ""date on object"": ""1771-12""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_2000293,"{""Object Name"": ""uncut sheet""}"
